ah,aw,ifs,fs,ofs,dfw,total_cycles,avg_mapping_eff
8,10,1,2,4,is,252466,42.44153605015673
3,3,1,4,4,is,203995,59.688012753941734
7,7,1,3,4,is,253038,46.567676151999095
9,3,4,4,4,os,52874,37.31862757627668
10,7,3,3,3,os,29136,31.633915509777523
8,7,4,2,3,ws,29461,76.66666666666666
6,7,3,1,2,os,40557,35.375749193176745
4,9,3,1,1,ws,44446,75.94356261022925
10,9,2,2,4,os,36166,31.42266894450797
3,4,1,3,2,os,81448,58.86122637159981
8,3,3,4,1,os,95056,37.951868737533445
7,6,2,1,2,is,63535,48.247701846990566
8,10,4,3,2,is,47480,42.44153605015673
6,10,3,3,4,ws,27847,79.22539682539683
9,4,3,4,4,os,36129,46.22728318380493
8,3,4,4,2,os,57016,37.951868737533445
4,6,1,1,4,is,181747,49.25903971547125
3,3,4,4,1,is,161859,59.688012753941734
8,7,2,1,2,os,52580,33.03281870624542
3,6,2,4,2,is,98951,49.83017511832632
4,6,1,3,2,ws,50103,86.19047619047618
5,8,4,4,1,os,34091,40.45538993878094
6,3,1,2,3,is,208546,56.91690267623877
5,9,3,3,4,os,34625,36.60937659461297
5,6,2,1,3,ws,47861,83.32301196340605
9,3,2,1,1,os,92331,37.31862757627668
3,7,1,2,3,os,69341,44.1059079233352
6,5,2,2,2,os,123121,41.977869986168955
10,10,1,1,2,os,92006,29.788338557993676
4,8,2,3,3,ws,39175,81.78571428571429
8,9,2,3,4,os,37825,32.748132771602144
9,10,1,1,4,ws,25263,80.57848324514991
3,5,1,4,2,is,254784,51.754025870750276
10,5,4,4,4,os,35716,37.64288401253914
9,7,1,2,1,is,252386,47.70967598332034
3,6,4,4,1,ws,63799,86.00128266794937
5,5,2,4,4,ws,52352,88.57536945812808
7,9,4,2,1,os,26393,33.600491692205644
9,9,1,2,3,is,165393,46.21748502585862
3,7,4,2,2,ws,63736,78.23526267970719
10,7,3,2,3,is,58696,44.84609488568784
9,6,4,3,4,ws,24797,83.668430335097
10,6,3,4,2,ws,24427,80.70476190476191
10,7,4,3,1,is,49442,44.84609488568784
9,4,3,3,1,is,74888,54.144620811287474
5,9,1,1,4,is,164759,44.27614764046542
3,7,1,2,2,os,69341,44.1059079233352
9,5,3,3,3,os,35389,38.611456176673535
10,6,3,4,1,os,29343,36.36655222172475
9,3,3,3,4,os,55059,37.31862757627668
7,9,2,4,4,is,49929,45.075552926484576
4,7,1,2,1,os,53728,39.761904761905086
6,4,1,2,4,ws,46267,91.49206349206348
3,8,4,3,3,os,53226,47.47233748271093
10,5,2,1,2,is,105032,48.328466329518264
8,5,1,1,2,is,252189,48.80178333776948
5,10,4,2,1,ws,32625,80.63054187192118
7,4,2,4,2,os,116169,47.72227361496557
7,8,4,3,2,ws,24517,78.31972789115646
10,8,2,2,2,os,36254,34.98542319749216
6,10,4,3,4,is,53569,43.24442056028262
4,9,2,2,3,is,64892,45.88583259390712
5,5,2,4,1,os,60709,43.93969656640958
10,6,3,4,4,is,53571,46.508437067773166
10,6,3,4,1,ws,24427,80.70476190476191
8,4,3,3,4,os,60329,46.784182275524415
9,10,1,4,2,ws,18573,80.57848324514991
6,3,4,1,3,is,118135,56.91690267623877
10,3,1,4,2,is,207472,55.84177040110668
10,10,3,1,1,os,21736,29.788338557993676
5,8,4,3,4,ws,33461,78.71674876847291
7,10,4,4,1,os,26507,32.394637534323124
5,10,4,1,4,is,56241,43.255029108822136
10,10,3,1,2,os,21736,29.788338557993676
3,6,1,3,3,os,68007,49.65795077828307
4,8,3,2,2,is,76020,46.48853639286195
8,10,4,2,1,os,23856,31.35824012936265
8,8,3,4,3,is,63644,44.08448153887616
10,5,3,1,3,is,67817,48.328466329518264
7,10,4,4,2,os,26507,32.394637534323124
7,8,4,1,2,is,49443,45.6329697759713
8,5,3,1,3,os,59580,39.260679153753095
9,6,3,2,3,is,52067,49.4020846902359
10,4,3,1,1,os,37438,45.22027168234065
3,8,3,1,4,ws,54424,81.6470258136925
5,5,4,4,2,ws,52352,88.57536945812808
6,6,1,2,3,os,119836,40.37223649256826
3,6,1,1,3,os,68007,49.65795077828307
4,4,3,1,1,ws,68955,95.95238095238096
7,7,1,1,2,is,253038,46.567676151999095
5,7,4,2,2,ws,42808,75.81233872859491
9,7,3,1,4,is,60081,47.70967598332034
8,9,1,1,4,os,47705,32.748132771602144
6,8,2,2,3,is,103206,44.80954840724413
3,3,3,4,3,os,126443,49.8931065689946
3,4,1,2,2,ws,78553,95.81369248035915
3,10,1,1,4,os,54934,43.97786998616895
4,4,2,1,2,os,114530,54.16666666666667
10,10,3,2,3,ws,18414,78.08000000000001
7,9,4,1,3,os,26393,33.600491692205644
5,8,2,3,4,is,107629,44.85583914108737
8,7,1,4,1,is,250787,45.08424738998285
3,10,1,1,1,is,255404,45.46830759704331
10,6,2,1,1,os,50999,36.36655222172475
6,5,3,4,2,ws,44863,87.22539682539681
6,5,2,1,1,os,123121,41.977869986168955
7,9,4,4,4,os,26393,33.600491692205644
7,10,1,3,2,ws,23635,79.64625850340137
7,4,1,1,1,is,222228,52.97278911564638
8,7,3,2,1,ws,29551,76.66666666666666
3,10,1,4,2,ws,49243,83.14702581369247
6,5,2,1,4,os,123121,41.977869986168955
7,5,4,3,4,os,40961,40.27305698721078
9,4,3,3,4,ws,31299,93.40388007054673
5,8,2,2,2,ws,33461,78.71674876847291
10,7,1,3,3,is,252269,44.84609488568784
6,10,2,1,4,os,66085,33.977869986168926
5,3,3,4,1,is,128296,57.26574412852868
8,7,2,3,1,is,102369,45.08424738998285
4,10,4,1,3,is,60993,44.842274966412944
7,5,2,2,4,ws,37804,87.4829931972789
6,7,3,3,4,ws,36646,74.50037792894936
9,4,4,4,3,os,34800,46.22728318380493
3,6,1,1,1,is,182857,49.83017511832632
4,4,4,4,3,os,63726,54.16666666666667
9,9,1,1,1,ws,25717,73.61943954536545
7,6,3,1,3,is,60369,48.247701846990566
8,8,3,4,2,is,63644,44.08448153887616
9,7,2,4,4,ws,24604,76.01578903166204
3,10,1,2,1,is,255404,45.46830759704331
5,5,3,3,1,os,53389,43.93969656640958
4,5,4,3,1,ws,60811,91.42857142857143
3,6,4,2,1,os,68007,49.65795077828307
6,8,3,4,1,os,30729,38.72233748271093
8,6,4,1,4,is,60277,46.851659751037346
4,7,4,3,1,is,75890,47.48664313088785
3,6,3,2,4,ws,63799,86.00128266794937
5,8,4,1,2,is,61999,44.85583914108737
6,9,3,1,4,ws,34422,71.69888860894153
10,3,3,3,4,is,95901,55.84177040110668
7,7,2,3,1,is,101206,46.567676151999095
5,4,1,1,2,ws,60870,92.8144499178982
5,10,3,3,4,ws,32625,80.63054187192118
6,3,2,2,3,is,142123,56.91690267623877
5,4,1,1,3,os,55227,51.257954041345045
7,5,3,1,2,ws,42258,87.4829931972789
5,8,3,2,2,is,72073,44.85583914108737
4,9,4,1,1,is,63766,45.88583259390712
4,7,4,3,2,ws,49948,78.50340136054427
5,10,1,3,3,os,37025,35.964311951024975
4,7,4,4,1,os,53882,39.761904761905086
7,7,1,3,1,ws,30994,75.05021056041463
7,5,4,1,4,ws,42258,87.4829931972789
4,6,3,3,1,is,82371,49.25903971547125
9,10,3,1,3,ws,25263,80.57848324514991
8,4,1,2,1,is,246726,51.875
10,10,1,4,1,ws,18167,78.08000000000001
5,4,2,3,2,os,61397,51.257954041345045
10,10,4,4,1,os,21249,29.788338557993676
3,5,3,3,3,is,110802,51.754025870750276
4,8,1,2,2,is,248825,46.48853639286195
9,5,1,1,4,is,251245,51.24031735704168
6,4,3,3,2,ws,46267,91.49206349206348
7,10,1,2,2,ws,23635,79.64625850340137
5,9,2,2,1,os,35544,36.60937659461297
8,8,1,3,2,is,250457,44.08448153887616
3,10,4,2,3,ws,49243,83.14702581369247
3,8,2,2,4,os,53226,47.47233748271093
7,4,2,2,2,ws,39233,92.08390022675738
8,4,4,4,3,ws,37618,93.54166666666667
6,9,1,3,2,is,164312,44.25182117935741
5,4,4,2,4,is,101511,52.43349753694592
8,10,4,2,2,os,23856,31.35824012936265
3,8,1,2,1,ws,50066,81.6470258136925
5,5,4,4,3,is,85657,49.44564101689985
5,6,4,1,1,os,43764,42.200639652542506
5,7,3,4,3,ws,42808,75.81233872859491
10,7,2,2,4,is,96878,44.84609488568784
3,7,4,3,2,is,89514,48.07661063596921
9,6,4,3,2,ws,24797,83.668430335097
5,7,2,2,3,os,47867,37.09714691306419
6,7,3,3,1,os,40557,35.375749193176745
10,3,2,1,4,ws,49798,81.26913580246917
9,6,3,2,4,ws,24797,83.668430335097
7,10,1,4,2,is,251679,44.07962808948025
10,9,4,1,4,is,39664,43.36011042097992
6,3,3,3,4,os,81696,40.48981438792386
4,3,3,1,4,ws,101461,86.89594356261023
3,3,3,4,3,ws,122421,86.68537224092783
9,6,4,1,3,ws,30287,83.668430335097
7,9,2,2,2,ws,24438,72.63290501385741
9,9,1,1,3,is,165393,46.21748502585862
8,8,2,1,3,ws,29163,79.375
8,5,2,1,1,is,110679,48.80178333776948
3,7,4,2,2,is,89514,48.07661063596921
9,5,2,1,3,ws,34907,88.57848324514991
10,6,2,4,2,is,63883,46.508437067773166
4,8,4,2,1,ws,39175,81.78571428571429
3,10,1,3,3,os,54934,43.97786998616895
10,3,4,4,2,os,56188,36.43709895893818
4,6,1,2,4,is,181747,49.25903971547125
4,5,3,4,2,is,93694,51.21082930909925
5,8,1,2,2,ws,33461,78.71674876847291
3,7,3,3,4,os,69341,44.1059079233352
9,9,4,1,3,os,22294,32.151079075394634
4,8,2,4,4,os,58425,43.125
5,10,3,3,2,os,34929,35.964311951024975
4,10,4,3,1,is,60993,44.842274966412944
9,3,1,1,1,ws,50227,84.29551244366061
5,6,2,2,3,is,76724,47.55145841424279
7,7,1,3,1,os,53385,33.923391949029536
7,7,2,2,4,ws,30994,75.05021056041463
9,7,3,1,4,os,28927,32.43419106773139
4,10,2,3,3,ws,38353,83.42857142857142
6,4,4,4,1,is,92057,52.2063492063492
8,8,3,2,2,is,63644,44.08448153887616
7,8,2,2,2,ws,24517,78.31972789115646
5,4,2,3,3,os,61397,51.257954041345045
9,4,3,3,3,os,36129,46.22728318380493
4,5,3,2,2,ws,60811,91.42857142857143
5,5,3,1,4,is,86145,49.44564101689985
4,7,4,4,3,ws,49948,78.50340136054427
3,4,2,4,1,ws,78553,95.81369248035915
5,7,3,3,2,ws,42808,75.81233872859491
6,10,3,1,2,os,30435,33.977869986168926
8,6,1,2,1,is,179773,46.851659751037346
7,9,2,2,3,is,49929,45.075552926484576
7,6,3,3,4,os,51876,38.806315550511876
4,5,3,4,4,is,93694,51.21082930909925
3,7,2,3,2,os,69341,44.1059079233352
3,4,4,4,1,ws,78553,95.81369248035915
4,9,2,1,1,ws,44446,75.94356261022925
6,3,1,3,1,os,229529,40.48981438792386
10,9,4,4,2,os,21519,31.42266894450797
6,3,1,4,1,ws,71109,82.60591808739953
5,4,3,3,1,os,52947,51.257954041345045
5,8,1,1,2,ws,38999,78.71674876847291
10,7,2,3,4,os,50783,31.633915509777523
3,9,2,4,1,os,54193,43.2793499552379
9,10,4,2,4,is,49279,45.21145334018895
5,5,2,4,1,ws,52352,88.57536945812808
8,8,2,3,2,os,37896,36.38530016170328
4,8,4,1,2,is,68725,46.48853639286195
3,7,3,3,3,is,89621,48.07661063596921
3,4,2,1,1,is,130767,54.786756453423116
3,6,3,3,3,is,97977,49.83017511832632
7,10,3,2,4,ws,23635,79.64625850340137
8,8,3,2,3,ws,23098,79.375
9,9,2,3,1,os,32998,32.151079075394634
9,7,2,3,3,os,45960,32.43419106773139
5,8,1,1,1,os,36331,40.45538993878094
3,3,1,1,1,is,203995,59.688012753941734
9,4,2,1,2,is,107176,54.144620811287474
10,8,1,1,2,is,250880,43.91612990163044
7,5,3,2,1,os,66694,40.27305698721078
9,9,2,1,4,os,32998,32.151079075394634
9,5,3,4,2,ws,29871,88.57848324514991
7,9,1,4,4,ws,24438,72.63290501385741
9,5,1,3,4,ws,29871,88.57848324514991
10,10,2,3,4,ws,18167,78.08000000000001
6,8,1,3,3,ws,28713,77.32539682539684
4,5,3,3,2,os,64288,47.000000000000206
7,4,3,2,1,is,82803,52.97278911564638
4,4,1,3,3,ws,62081,95.95238095238096
3,3,3,2,2,os,126443,49.8931065689946
9,9,2,2,1,os,32998,32.151079075394634
10,5,2,4,2,os,65601,37.64288401253914
3,9,3,4,2,is,76978,46.502878644585564
5,5,3,2,3,is,86145,49.44564101689985
10,10,3,3,4,os,21736,29.788338557993676
6,6,4,4,2,ws,36923,81.97883597883599
7,7,4,4,3,ws,30994,75.05021056041463
10,4,1,3,2,is,245244,51.20000000000012
5,4,2,1,2,ws,60870,92.8144499178982
9,8,3,2,1,is,57740,46.77315934783481
3,8,2,3,4,is,120676,47.094227168902634
8,7,3,4,4,is,66644,45.08424738998285
4,3,3,4,3,ws,96357,86.89594356261023
7,6,1,1,4,ws,36377,82.53968253968254
8,3,1,3,4,ws,58360,84.75308641975309
6,3,3,1,4,ws,76287,82.60591808739953
4,4,3,1,2,is,110441,54.28571428571429
9,5,1,1,3,is,251245,51.24031735704168
10,5,1,1,4,is,251911,48.328466329518264
4,9,4,1,2,ws,44446,75.94356261022925
8,7,2,3,4,os,52580,33.03281870624542
9,9,2,4,2,os,32998,32.151079075394634
7,6,3,1,3,ws,36377,82.53968253968254
8,7,4,1,2,is,55558,45.08424738998285
6,10,1,4,2,os,85750,33.977869986168926
10,3,3,4,1,os,62454,36.43709895893818
8,5,4,2,4,is,69586,48.80178333776948
3,6,3,2,1,is,97977,49.83017511832632
8,5,4,3,3,os,37154,39.260679153753095
5,8,1,3,1,is,246892,44.85583914108737
3,7,4,2,4,is,89514,48.07661063596921
8,3,2,3,1,is,135100,56.851659751037346
8,6,1,4,1,os,66638,37.863685316016664
7,5,2,4,1,is,110054,50.080112406953795
7,6,2,3,1,is,63535,48.247701846990566
3,5,1,3,3,os,82743,51.97786998616893
10,3,4,1,3,ws,49798,81.26913580246917
3,8,4,1,3,os,53304,47.47233748271093
10,3,3,1,4,os,62454,36.43709895893818
9,3,1,4,3,ws,47785,84.29551244366061
5,4,1,2,4,ws,53679,92.8144499178982
6,9,1,4,2,os,86021,34.96071385882352
4,9,1,1,1,ws,44446,75.94356261022925
8,6,3,1,1,is,60277,46.851659751037346
3,6,3,1,2,ws,71426,86.00128266794937
4,9,2,2,1,os,58417,39.144620811287666
3,10,3,3,4,os,54934,43.97786998616895
3,9,4,4,3,os,54193,43.2793499552379
4,6,4,3,2,is,82371,49.25903971547125
3,9,2,2,4,is,77120,46.502878644585564
6,8,2,1,4,is,103206,44.80954840724413
4,10,2,3,4,os,58181,39.00000000000021
9,8,3,4,2,ws,19446,79.43562610229276
6,8,2,2,1,is,103206,44.80954840724413
6,4,3,1,1,is,92057,52.2063492063492
9,5,3,2,2,os,35389,38.611456176673535
6,3,4,4,4,os,70508,40.48981438792386
4,7,4,3,3,os,53882,39.761904761905086
5,10,3,1,4,ws,38600,80.63054187192118
6,4,3,1,4,ws,49612,91.49206349206348
10,6,2,3,4,is,63883,46.508437067773166
5,5,4,4,4,is,85657,49.44564101689985
10,10,2,1,1,is,57268,42.376426332288325
6,5,4,3,4,os,46011,41.977869986168955
10,9,2,2,3,is,50077,43.36011042097992
9,4,3,4,2,os,36129,46.22728318380493
7,6,3,3,3,ws,31295,82.53968253968254
8,5,1,3,2,ws,37056,89.5
3,7,1,1,3,is,256081,48.07661063596921
9,3,4,1,2,ws,50227,84.29551244366061
7,6,2,3,4,ws,31295,82.53968253968254
5,3,2,1,3,os,95653,42.341733126969274
4,6,4,2,1,is,82371,49.25903971547125
4,10,1,4,3,is,254528,44.842274966412944
8,8,2,1,1,is,99120,44.08448153887616
9,5,2,3,2,ws,30033,88.57848324514991
10,6,4,1,1,os,29213,36.36655222172475
10,3,4,1,4,os,56188,36.43709895893818
8,4,1,3,3,ws,38418,93.54166666666667
6,7,3,1,3,is,69998,45.75185066317613
5,7,4,1,4,os,44468,37.09714691306419
7,6,4,4,1,os,33562,38.806315550511876
6,3,1,2,2,os,229529,40.48981438792386
3,5,4,3,4,os,82743,51.97786998616893
3,7,1,1,4,ws,65925,78.23526267970719
8,8,1,2,3,ws,23807,79.375
4,10,4,4,1,os,42474,39.00000000000021
8,3,1,4,3,os,129815,37.951868737533445
3,5,4,4,4,is,110802,51.754025870750276
8,7,2,3,2,is,102369,45.08424738998285
8,6,4,2,4,ws,29761,84.04761904761907
3,3,1,3,4,is,203995,59.688012753941734
3,10,2,1,4,is,73269,45.46830759704331
6,7,2,2,3,os,94355,35.375749193176745
5,7,2,2,2,is,111476,45.8246326250682
3,8,1,2,2,os,53226,47.47233748271093
8,10,3,1,3,is,47359,42.44153605015673
9,5,3,1,4,ws,34745,88.57848324514991
4,3,2,4,1,os,182508,45.21604938271575
5,9,4,1,1,os,34625,36.60937659461297
9,3,4,2,1,ws,47785,84.29551244366061
7,5,3,1,2,os,66694,40.27305698721078
8,8,1,4,2,is,250457,44.08448153887616
9,9,3,4,3,is,45453,46.21748502585862
6,9,3,3,4,ws,28657,71.69888860894153
8,9,2,3,3,os,37825,32.748132771602144
3,9,1,1,1,os,54193,43.2793499552379
8,9,4,4,4,ws,22921,73.80070546737214
9,9,3,1,2,os,22418,32.151079075394634
9,7,3,1,2,ws,30351,76.01578903166204
10,3,3,2,4,is,95901,55.84177040110668
8,9,4,3,4,os,23823,32.748132771602144
5,10,1,3,3,ws,32625,80.63054187192118
6,5,1,2,3,is,253000,49.291084156136044
8,6,3,2,3,os,46193,37.863685316016664
9,3,2,3,2,os,92331,37.31862757627668
3,9,3,3,3,ws,50195,75.74474907808242
10,9,2,4,3,os,36166,31.42266894450797
10,6,2,2,2,os,50999,36.36655222172475
7,3,4,1,2,ws,62207,83.18468127991937
3,4,1,1,2,os,81448,58.86122637159981
8,10,3,2,4,os,31707,31.35824012936265
9,8,2,3,3,os,33074,35.76432022084197
3,6,4,2,2,os,68007,49.65795077828307
10,9,1,2,1,ws,18932,70.49453262786595
9,8,4,3,4,is,42271,46.77315934783481
3,5,1,3,3,ws,77327,91.14702581369247
3,4,1,2,4,os,81448,58.86122637159981
7,3,1,3,2,os,106969,38.90709660367362
10,7,1,1,4,ws,30088,73.25714285714284
7,10,3,2,2,is,46687,44.07962808948025
8,4,2,3,4,os,68756,46.784182275524415
8,8,2,3,4,os,37896,36.38530016170328
5,6,4,4,3,os,43764,42.200639652542506
4,10,1,1,1,is,254528,44.842274966412944
5,5,1,3,4,is,253398,49.44564101689985
5,9,4,3,3,os,34625,36.60937659461297
9,10,2,2,3,ws,18783,80.57848324514991
7,8,1,2,1,ws,24517,78.31972789115646
4,9,2,4,2,is,64892,45.88583259390712
7,5,4,2,1,os,40961,40.27305698721078
7,10,2,1,4,is,60880,44.07962808948025
9,4,1,3,4,os,74150,46.22728318380493
7,10,4,4,2,is,53611,44.07962808948025
10,8,4,2,4,ws,19033,76.1
10,4,1,1,3,is,245244,51.20000000000012
9,3,4,3,2,os,52874,37.31862757627668
3,8,2,1,2,os,53304,47.47233748271093
7,6,3,3,3,os,51876,38.806315550511876
10,10,3,1,4,os,21736,29.788338557993676
5,10,4,3,1,ws,32625,80.63054187192118
8,3,4,1,3,ws,59994,84.75308641975309
10,5,4,4,1,os,35716,37.64288401253914
7,3,3,4,1,ws,60241,83.18468127991937
10,6,2,4,1,is,63883,46.508437067773166
8,10,3,4,2,ws,22259,81.5
5,4,1,1,3,ws,60870,92.8144499178982
5,3,2,2,3,ws,82905,83.96801070364288
7,3,2,4,2,ws,60241,83.18468127991937
3,7,3,1,3,is,89621,48.07661063596921
5,10,4,3,1,is,56241,43.255029108822136
7,7,1,2,2,is,253038,46.567676151999095
9,10,1,1,1,ws,25263,80.57848324514991
10,9,2,2,1,ws,18932,70.49453262786595
8,3,1,1,2,ws,60795,84.75308641975309
3,9,2,3,4,os,54193,43.2793499552379
7,4,1,2,3,os,69052,47.72227361496557
5,7,1,3,1,ws,42808,75.81233872859491
4,5,1,3,2,ws,60811,91.42857142857143
4,7,1,1,4,os,53728,39.761904761905086
6,3,4,2,2,os,70508,40.48981438792386
10,7,2,1,1,ws,30088,73.25714285714284
3,9,2,1,1,os,54193,43.2793499552379
3,4,1,2,4,is,238016,54.786756453423116
7,10,1,3,3,is,251679,44.07962808948025
6,5,1,1,1,os,152270,41.977869986168955
10,9,2,4,1,os,36166,31.42266894450797
7,5,2,3,2,ws,37804,87.4829931972789
5,6,4,3,3,ws,43031,83.32301196340605
10,4,2,2,4,is,108058,51.20000000000012
3,5,4,1,2,os,82743,51.97786998616893
5,7,4,2,1,is,67819,45.8246326250682
4,5,3,4,4,ws,60811,91.42857142857143
6,10,1,4,1,os,85750,33.977869986168926
5,7,3,1,3,ws,47991,75.81233872859491
5,7,2,4,3,is,111476,45.8246326250682
9,7,4,1,2,is,48230,47.70967598332034
9,5,1,3,1,ws,29871,88.57848324514991
10,4,2,1,2,is,108058,51.20000000000012
6,6,1,3,1,os,119836,40.37223649256826
8,6,3,2,1,os,46193,37.863685316016664
8,6,3,2,4,os,46193,37.863685316016664
5,10,3,3,1,is,55748,43.255029108822136
3,3,2,1,2,os,148653,49.8931065689946
9,4,3,1,1,is,74888,54.144620811287474
6,5,1,3,4,ws,44863,87.22539682539681
9,3,4,2,1,os,52874,37.31862757627668
9,5,2,4,3,ws,30033,88.57848324514991
3,6,2,1,4,is,98951,49.83017511832632
3,6,4,4,4,is,97977,49.83017511832632
6,9,4,2,2,ws,28657,71.69888860894153
3,5,4,1,3,ws,80904,91.14702581369247
9,7,2,3,3,is,55181,47.70967598332034
5,3,2,1,4,ws,86124,83.96801070364288
4,8,1,1,2,ws,44288,81.78571428571429
3,9,3,1,1,os,54193,43.2793499552379
6,6,3,2,3,ws,36923,81.97883597883599
8,4,2,4,4,is,87292,51.875
6,7,4,1,4,os,38255,35.375749193176745
10,5,2,1,1,os,65601,37.64288401253914
10,7,3,4,2,ws,24067,73.25714285714284
5,7,1,2,3,ws,42808,75.81233872859491
6,3,3,1,4,os,81696,40.48981438792386
5,7,2,3,1,os,47867,37.09714691306419
6,8,2,1,4,ws,34342,77.32539682539684
7,9,3,4,4,is,46589,45.075552926484576
3,5,3,2,2,is,110802,51.754025870750276
6,4,3,4,3,is,92057,52.2063492063492
3,3,3,3,1,os,126443,49.8931065689946
4,10,1,2,2,ws,38353,83.42857142857142
4,9,1,1,3,os,41909,39.144620811287666
8,5,2,3,2,os,68006,39.260679153753095
7,10,4,2,1,os,26507,32.394637534323124
10,6,3,3,4,ws,24427,80.70476190476191
9,5,1,3,3,is,251245,51.24031735704168
5,4,4,2,4,ws,53679,92.8144499178982
9,8,4,1,1,os,22108,35.76432022084197
8,10,1,4,2,os,47376,31.35824012936265
10,10,1,3,1,ws,18167,78.08000000000001
5,8,2,2,3,os,35525,40.45538993878094
3,3,1,4,1,os,126443,49.8931065689946
10,6,4,3,2,is,53571,46.508437067773166
4,10,3,3,4,is,61253,44.842274966412944
5,7,1,3,2,os,46687,37.09714691306419
9,3,4,4,2,is,99292,58.83183189776089
9,8,2,2,3,is,93190,46.77315934783481
8,5,2,2,3,os,68006,39.260679153753095
7,5,3,4,1,os,66694,40.27305698721078
3,7,2,2,1,is,89514,48.07661063596921
9,9,4,2,3,os,22294,32.151079075394634
3,4,2,3,3,ws,78553,95.81369248035915
9,5,3,1,4,is,62534,51.24031735704168
10,6,3,2,1,is,53571,46.508437067773166
6,5,3,3,3,is,77787,49.291084156136044
8,3,1,3,3,ws,58360,84.75308641975309
7,8,3,3,1,os,36945,37.27901120361805
6,4,3,4,2,is,92057,52.2063492063492
9,8,2,2,1,os,33074,35.76432022084197
6,5,4,3,1,ws,44863,87.22539682539681
4,8,4,4,1,ws,39175,81.78571428571429
4,10,3,2,1,os,42377,39.00000000000021
8,4,2,2,2,os,68756,46.784182275524415
5,6,2,2,4,os,48016,42.200639652542506
9,7,1,1,1,os,57118,32.43419106773139
3,4,2,2,3,ws,78553,95.81369248035915
10,10,1,2,4,is,252076,42.376426332288325
9,6,3,2,1,os,28732,37.24024231270621
6,7,2,4,1,ws,36646,74.50037792894936
4,7,1,4,2,is,252886,47.48664313088785
9,9,3,4,4,os,22418,32.151079075394634
10,10,1,4,3,os,92006,29.788338557993676
4,3,1,2,2,ws,96357,86.89594356261023
7,6,2,4,2,is,63535,48.247701846990566
10,5,2,2,1,os,65601,37.64288401253914
3,8,1,4,2,is,242795,47.094227168902634
10,7,4,3,3,os,29078,31.633915509777523
3,4,3,3,2,ws,78553,95.81369248035915
7,3,4,1,4,os,62865,38.90709660367362
9,4,2,3,1,is,107176,54.144620811287474
5,4,4,1,1,os,52885,51.257954041345045
9,4,4,2,2,ws,31299,93.40388007054673
8,7,4,3,4,os,30752,33.03281870624542
7,3,2,2,3,ws,60241,83.18468127991937
8,6,4,4,1,os,30427,37.863685316016664
7,9,4,3,3,is,45478,45.075552926484576
5,5,2,4,3,ws,52352,88.57536945812808
10,8,1,3,2,os,92474,34.98542319749216
7,4,2,4,3,os,116169,47.72227361496557
9,10,3,2,3,os,22336,30.611456176673517
3,7,3,1,4,os,69341,44.1059079233352
7,6,4,4,3,os,33562,38.806315550511876
9,3,4,3,1,ws,47785,84.29551244366061
10,10,4,3,4,is,49981,42.376426332288325
7,4,3,1,2,ws,42745,92.08390022675738
9,3,4,1,1,is,99292,58.83183189776089
5,6,2,2,1,os,48016,42.200639652542506
3,8,3,1,1,is,85095,47.094227168902634
10,8,4,1,2,os,21571,34.98542319749216
6,8,2,3,2,ws,28713,77.32539682539684
8,6,1,3,4,os,66638,37.863685316016664
6,8,2,2,4,os,66427,38.72233748271093
3,7,3,4,3,os,69341,44.1059079233352
3,3,3,1,3,os,126443,49.8931065689946
3,7,3,4,2,ws,63736,78.23526267970719
10,8,2,3,4,ws,19033,76.1
9,6,2,4,2,is,63689,49.4020846902359
6,10,2,2,2,os,66085,33.977869986168926
6,10,1,4,2,is,253298,43.24442056028262
8,10,1,1,1,os,47376,31.35824012936265
5,3,1,3,3,os,84070,42.341733126969274
9,4,2,3,2,is,107176,54.144620811287474
9,4,1,1,3,is,239057,54.144620811287474
7,3,2,4,3,os,178755,38.90709660367362
4,10,1,3,3,is,254528,44.842274966412944
7,4,4,4,1,os,40871,47.72227361496557
3,4,2,3,4,is,130767,54.786756453423116
5,7,2,3,4,ws,42808,75.81233872859491
10,9,1,2,4,ws,18932,70.49453262786595
6,10,3,3,2,os,30435,33.977869986168926
8,8,2,4,2,is,99120,44.08448153887616
3,7,1,3,1,ws,63736,78.23526267970719
4,3,2,1,1,ws,101461,86.89594356261023
3,7,2,4,2,ws,63736,78.23526267970719
4,3,2,1,1,os,182508,45.21604938271575
5,4,1,2,3,os,55227,51.257954041345045
5,6,3,1,1,ws,47861,83.32301196340605
3,3,4,1,1,ws,122421,86.68537224092783
4,6,1,4,1,os,52788,45.039682539682275
7,10,3,2,3,is,46687,44.07962808948025
8,7,4,4,1,os,30752,33.03281870624542
3,4,2,1,3,ws,84528,95.81369248035915
4,4,1,3,2,ws,62081,95.95238095238096
6,6,2,2,2,ws,36923,81.97883597883599
10,4,2,4,1,os,66386,45.22027168234065
5,10,2,2,3,os,35343,35.964311951024975
7,7,3,1,2,os,51689,33.923391949029536
7,6,3,4,1,is,60369,48.247701846990566
6,6,2,2,3,os,94527,40.37223649256826
5,4,1,4,2,is,243548,52.43349753694592
10,3,3,1,3,ws,49798,81.26913580246917
10,5,2,3,1,ws,29524,85.76
9,8,3,1,2,is,57740,46.77315934783481
4,5,1,2,3,os,64288,47.000000000000206
5,10,3,3,3,is,55748,43.255029108822136
10,7,2,1,1,is,96878,44.84609488568784
5,9,3,4,3,os,34625,36.60937659461297
